chembl_id,generic_name,max_phase,mol_type,n_synonyms,brand_names,research_codes
CHEMBL1201087,cabergoline,4.0,Small molecule,19,cabaser|cabergoline|cabergoline|cabergoline|cabergoline,fce 21336|fce-21336
CHEMBL1201089,diphenhydramine citrate,4.0,Small molecule,2,,
CHEMBL1201101,testosterone cypionate,4.0,Small molecule,12,andro-cyp|azmiro|depotest|depo-testosterone|testosterone cypionate,nsc-9157
CHEMBL1201102,triflupromazine hydrochloride,4.0,Small molecule,6,vesprin,mc-4703|nsc-14959|nsc-17473
CHEMBL1201108,conivaptan hydrochloride,4.0,Small molecule,10,conivaptan hydrochloride|vaprisol,ci-1025|ym-087|ym087
CHEMBL1201112,nelarabine,4.0,Small molecule,22,arranon|atriance|nelarabine|nelarabine|nelarabine,506u|506u78|gw-506u78|may|nsc-686673
CHEMBL1201117,methocarbamol,4.0,Small molecule,16,delaxin|forbaxin|methocarbamol|methocarbamol|methocarbamol component of robaxisal,nsc-170960
CHEMBL1201119,liothyronine sodium,4.0,Small molecule,30,cynomel|cytomel|liothyronine sodium|tertroxin|thybon,nsc-758175|nsc-80774
CHEMBL1201129,decitabine,4.0,Small molecule,18,dacogen|decitabine|decitabine|decitabine|decitabine,dac|nsc-127716
CHEMBL1201136,titanium dioxide,4.0,Small molecule,25,dundee|e45 sun|reflectant,ci-(1975)no.77891|e 171|e-171|ins-171|ins no.171
CHEMBL1201138,leucovorin calcium,4.0,Small molecule,16,calcium folinate|leucovorin calcium|leucovorin calcium component of folfox|leucovorin calcium preservative free|wellcovorin,nsc-3590
CHEMBL1201139,megestrol acetate,4.0,Small molecule,21,megace|megace es|megestrol|megestrol|megestrol acetate,5071|bdh 1298|bdh-1298|nsc-71423|sc 10363
CHEMBL1201146,norethindrone acetate,4.0,Small molecule,27,aygestin|norethidrone acetate|norethindrone acetate|norethindrone acetate component of activella|norethindrone acetate component of combipatch,nsc-22844|sh-420
CHEMBL1201162,dorzolamide hydrochloride,4.0,Small molecule,13,cosopt pf|dorzolamide hydrochloride|dorzolamide hydrochloride|dorzolamide hydrochloride component of cosopt|trusopt,mk-507
CHEMBL1201179,lapatinib ditosylate,4.0,Small molecule,15,lapatinib ditosylate|tykerb|tyverb,gw-572016f|gw572016f
CHEMBL1201182,temsirolimus,4.0,Small molecule,11,temsirolimus|temsirolimus|torisel,cci-779
CHEMBL1201184,lanreotide acetate,4.0,Protein,9,lanreotide acetate|somatuline depot,bim-23014c
CHEMBL1201185,lanreotide,4.0,Protein,10,lanreotide|lanreotide|somatuline autogel|somatuline la,
CHEMBL1201190,levocetirizine dihydrochloride,4.0,Small molecule,17,levocetirizine dihydrochloride|levocetirizine dihydrochloride|xusal|xyzal|xyzal allergy 24hr,nsc-758898|ucb 28556|ucb-28556
CHEMBL1201191,levocetirizine,4.0,Small molecule,14,levocetirizine|levocetirizine|levocetirizine|xyzal,
CHEMBL1201192,armodafinil,4.0,Small molecule,16,armodafinil|armodafinil|armodafinil|nuvigil,cep-10952|cep-10953|crl-40982|nsc-751850|nsc-758711
CHEMBL1201193,levobupivacaine,4.0,Small molecule,11,levobupivacaine,
CHEMBL1201195,cefmetazole,4.0,Small molecule,7,cefmetazole|cefmetazole,u-72791
CHEMBL1201199,leuprolide,4.0,Protein,15,leuprorelin|leuprorelin,abbott-43818 free base|ckd-841|nsc-377526|tap-144 free base
CHEMBL1201225,iodine,3.0,Small molecule,11,,nsc-42355
CHEMBL1201230,magnesium,3.0,Small molecule,2,,
CHEMBL1201244,rocuronium,4.0,Small molecule,4,,
CHEMBL1201247,goserelin,4.0,Protein,10,goserelin|goserelin|goserelin,"ici 118,630|ici-118630"
CHEMBL1201255,histrelin,4.0,Protein,12,histrelin|histrelin,orf 17070|orf-17070|orf 17070rwj 17070|rwj 17070|rwj-17070
CHEMBL1201301,mangafodipir,4.0,Small molecule,4,mangafodipir,
CHEMBL1201320,esomeprazole,4.0,Small molecule,8,esomeprazole,a02bc05
CHEMBL1201334,triptorelin,4.0,Protein,19,decapeptyl|decapeptyl sr|gonapeptyl depot|triptorelin|triptorelin,"ay-25650|cl 118,532|cl-118532|wy-42462"
CHEMBL1201420,urokinase,4.0,Enzyme,13,abbokinase|kinlytic|ukidan|urokinase|urokinase,
CHEMBL1201421,pegaptanib sodium,4.0,Small molecule,14,macugen|pegaptanib sodium,eye-001|eye001|eyeoo1|nx-1838|nx1838
CHEMBL1201438,aldesleukin,4.0,Protein,21,aldesleukin|aldesleukin|aldesleukin|proleukin,ilt-101
CHEMBL1201451,albumin human,4.0,Protein,30,albuminar-5|albumin human component of abi-009|buminate|plasbumin,
CHEMBL1201458,ethiodized oil,4.0,Unknown,5,ethiodol|lipiodol,
CHEMBL1201460,dalteparin sodium,4.0,Oligosaccharide,21,dalteparin sodium|dalteparin sodium|dalteparin sodium|fragmin|low liquemine,b01ab04|fr-860|heparin fragment kabi 2165|kabi-2165
CHEMBL1201468,"estrogens, esterified",4.0,Unknown,12,"amnestrogen|esterified estrogens|estratab|estrogens, esterified component of menrium|evex",
CHEMBL1201474,colestipol hydrochloride,4.0,Unknown,15,colestid|colestid flavored colestid|colestid orange|colestipol|colestipol hydrochloride,nsc-147003
CHEMBL1201476,enoxaparin sodium,4.0,Oligosaccharide,26,clexane|enoxaparin sodium|enoxaparin sodium|enoxaparin sodium|enoxaparin sodium,pk 10169|pk-10169|rp 54563|rp-54563
CHEMBL1201477,polyestradiol phosphate,4.0,Small molecule,11,estradurin|polyest phos|polyestradiol phosphate,leo 114|leo-114
CHEMBL1201478,polyethylene glycol,3.0,Small molecule,16,macrogol,e-1521|ins-1521|ins no.1521
CHEMBL1201479,polyethylene glycol 3350,4.0,Small molecule,23,carbowax 3350|glycolax|lipo polyglycol 3350|lipoxol 3350 med|lumulse peg 3350,ner-1006|ner1006
CHEMBL1201481,porfimer sodium,4.0,Small molecule,20,photobarr|photofrin|porfimer sodium|porfimer sodium|porfimer sodium,"cl 184,116|cl-184,116|cl-184116"
CHEMBL1201506,gemtuzumab ozogamicin,4.0,Antibody drug conjugate,16,gemtuzumab ozogamicin|gemtuzumab ozogamicin|mylotarg,cdp-771|cma-676|cmc-676|l01xc05|way-cma-676
CHEMBL1201507,glatiramer acetate,4.0,Small molecule,11,copaxone|glatiramer acetate|glatiramer acetate|glatopa,cop-1|copolymer-1
CHEMBL1201509,"gonadotropin, chorionic",4.0,Protein,17,choragon|choriogonadotropin beta|chorionic gonadotrophin|equine chorionic gonadotropin|gonadotraphon lh,
CHEMBL1201514,pegademase bovine,4.0,Enzyme,7,adagen|pegademase|pegademase bovine,
CHEMBL1201528,vasopressin tannate,4.0,Protein,4,pitressin tannate,
CHEMBL1201529,technetium tc 99m sulfur colloid,4.0,Unknown,15,an-sulfur colloid|an-sulfur colloid kit|technecoll|technescan sulfur colloid|technetium tc 99m sulfur colloid,
CHEMBL1201532,thyrotropin,4.0,Unknown,10,thyrotrophin|thytropar,
CHEMBL1201533,thyrotropin alfa,4.0,Protein,13,thyrogen|thyrotropin alfa|thyrotropin alfa|thyrotropin alfa,gx-30
CHEMBL1201549,teriparatide acetate,4.0,Protein,12,parathar|teriparatide acetate,hpth 1-34|hpth-1-34|hpth 1-34 (acetate salt)
CHEMBL1201550,denileukin diftitox,4.0,Protein,23,denileukin diftitox|denileukin diftitox|denileukin diftitox|ontak,dab-389il2|dab389 il2|dab389il2|dab(sub 389)il2|e-7272
CHEMBL1201557,interferon alfacon-1,4.0,Protein,12,infergen|interferon alfacon-1|interferon alfacon-1|interferon alfacon-1,r-sifn-co|rsifnco
CHEMBL1201558,interferon alfa-2b,4.0,Protein,17,interferon alfa-2b|interferon alfa-2b|interferon alfa-2b|intron a|intron-a,sch 30500|sch-30500|sch30500
CHEMBL1201560,peginterferon alfa-2a,4.0,Protein,24,pegasys|peginterferon alfa-2a|peginterferon alfa-2a|peginterferon alfa-2a|peginterferon alfa-2a component of peginterferon,ro 25-8310/000|ro-25-8310/000|ro-258310000
CHEMBL1201561,peginterferon alfa-2b,4.0,Protein,18,peginterferon alfa-2b|peginterferon alfa-2b|peginterferon alfa-2b|peginterferon alfa-2b component of sylatron|peg-intron,
CHEMBL1201562,interferon beta-1a,4.0,Protein,18,avonex|cinnovex|interferon beta-1a|interferon beta-1a|interferon beta-1a,sng-001|sng001
CHEMBL1201563,interferon beta-1b,4.0,Protein,13,betaferon|betaseron|extavia|interferon beta-1b|interferon beta-1b,bay 86-5046|bay-86-5046
CHEMBL1201564,interferon gamma-1b,4.0,Protein,22,actimmune|immukin|interferon gamma|interferon gamma-1b|interferon gamma-1b,
CHEMBL1201565,epoetin alfa,4.0,Protein,15,abseamed|binocrit|epoetin alfa|epoetin alfa|epoetin alfa,
CHEMBL1201566,darbepoetin alfa,4.0,Protein,23,aranesp|aranesp sureclick|darbepoetin alfa|darbepoetin alfa|darbepoetin alfa,da-3880|krn-321|krn321|nesp
CHEMBL1201567,filgrastim,4.0,Protein,52,accofil|biograstim|filgrastim|filgrastim|filgrastim,ep-2006|fsk-0808|fsk0808|krn-8601|mbri-9901
CHEMBL1201568,pegfilgrastim,4.0,Protein,68,cegfila (previously pegfilgrastim mundipharma)|fulphila|grasustek|neulasta|neulasta sureclick,la ep 2006|la ep-2006|myl-1401h|tpi-120
CHEMBL1201572,etanercept,4.0,Protein,44,benepali|enbrel|erelzi|etanercept|etanercept,gp-2015|gp2015|gp2015c|hd203|lbec0101
CHEMBL1201573,oprelvekin,4.0,Protein,11,neumega|oprelvekin|oprelvekin,
CHEMBL1201574,onabotulinumtoxina,4.0,Unknown,10,botox/botox cosmetic|onabotulinumtoxina,rti-150|rti150
CHEMBL1201576,rituximab,4.0,Antibody,68,blitzima|mabthera|mabthera rituxan|ritemvia|rituxan,abp-798|abp798|bi695500|ct-p10|gp-2013
CHEMBL1201577,cetuximab,4.0,Antibody,19,cetuximab|cetuximab|erbitux,abp-494|c-225|c225|cmab-009|cmab009
CHEMBL1201580,adalimumab,4.0,Antibody,99,adalimumab|adalimumab|adalimumab|adalimumab beta|amgevita,avt-02|bi695501|ct-p17|ctp17|d2e7
CHEMBL1201581,infliximab,4.0,Antibody,50,flixabi|inflectra|infliximab|infliximab|infliximab,abp 710|bow015|ctp-13|ctp13|ni-071
CHEMBL1201583,bevacizumab,4.0,Antibody,95,abevmy|alymsys|avastin|avzivi|aybintio,12-igg1|ava-1|bat-1706|bevz-92|bevz92
CHEMBL1201585,trastuzumab,4.0,Antibody,74,herceptin|herwenda|herzuma|kadcyla|kanjinti,4d5v8|abp 980|abp-980|abp980|dmb-3111 (trastuzumab biosimilar)
CHEMBL1201587,alemtuzumab,4.0,Antibody,19,"alemtuzumab|alemtuzumab|alemtuzumab|campath mabcampath|campath mabcampath, lemtrada",campath-1h|gz-402673|gz402673|ldp-03
CHEMBL1201593,alteplase,4.0,Enzyme,20,actilyse|actilyse cathflo|activase|alteplase|alteplase,rt-pa
CHEMBL1201605,daclizumab,4.0,Antibody,16,daclizumab|daclizumab|daclizumab|daclizumab beta|zenapax,ro 24-7375|ro-24-7375
CHEMBL1201608,muromonab-cd3,4.0,Unknown,15,muromonab-cd3|muromonab-cd3|orthoclone okt3,l04aa02|okt-3|okt3
CHEMBL1201619,aprotinin,4.0,Unknown,25,aprotinin|aprotinin|aprotinin|trasylol,bayer a 128|bayer-a-128|bayera-128|riker 52g|riker-52g
CHEMBL1201636,hyaluronidase,4.0,Enzyme,16,hyalase|hyaluronidase|hyaluronidase|hyaluronidase|jalovis,
CHEMBL1201649,"estrogens, conjugated",4.0,Unknown,16,"estrogens, conjugated component of duavee|estrogens, conjugated component of premphase  conjugated estrogens|estrogens, conjugated component of prempro|estrogens, conjugated component of prempro  conjugated estrogens|premarin",g03ca57
CHEMBL1201657,heparin sodium,4.0,Oligosaccharide,32,heparin lock flush|heparin sodium|heparin sodium|heparin sodium component of defencath|heparin sodium component of embolex,s01xa14
CHEMBL1201659,chlorpheniramine polistirex,4.0,Small molecule,6,chlorpheniramine polistirex|chlorpheniramine polistirex component of codeprex|chlorpheniramine polistirex component of corsym|chlorpheniramine polistirex component of penntuss,
CHEMBL1201662,desirudin,4.0,Protein,17,desirudin|desirudin|desirudin|iprivask|revasc,cgp 39393|cgp-39393
CHEMBL1201666,lepirudin,4.0,Protein,11,lepirudin|lepirudin|refludan,
CHEMBL1201670,sargramostim,4.0,Protein,15,leukine|sargramostim|sargramostim|sargramostim,b1 61.012|b1-61012|rhu gm-csf|rhu-gm-csf
CHEMBL1201718,hyaluronidase (human recombinant),4.0,Enzyme,28,cumulase|hyaluronidase (human recombinant)|hyaluronidase (human recombinant) component of lispro-ph20  rhuph20|hylenex|hylenex recombinant,rhuph-20|rhuph20
CHEMBL1201723,sinecatechins,4.0,Unknown,9,sinecatechins|veregen,
CHEMBL1201733,pazopanib hydrochloride,4.0,Small molecule,12,pazopanib hydrochloride|votrient,gw-786034b|gw786034b
CHEMBL1201734,bendamustine hydrochloride,4.0,Small molecule,19,belrapzo|bendamustine hydrochloride|bendamustine hydrochloride|bendeka|ribomustine,nsc-138783|sdx-105|syb l-0501|sybl-0501
CHEMBL1201740,nilotinib hydrochloride monohydrate,4.0,Small molecule,11,tasigna,
CHEMBL1201746,pralatrexate,4.0,Small molecule,11,folotyn|pralatrexate|pralatrexate,nsc-754230|pdx
CHEMBL1201747,alcaftadine,4.0,Small molecule,10,alcaftadine|alcaftadine|lastacaft,r 89674|r-89674
CHEMBL1201748,cabazitaxel,4.0,Small molecule,19,cabazitaxel|cabazitaxel|cabazitaxel accord|jevtana|jevtana kit,nsc-761432|txd 258|txd-258|txd258|xrp 6258
CHEMBL1201752,ixabepilone,4.0,Small molecule,16,ixabepilone|ixabepilone|ixempra kit,bms-247550|bms 247550-01|bms-247550-01|nsc-747973
CHEMBL1201753,pitavastatin,4.0,Small molecule,8,pitavastatin|pitavastatin component of k-924  pivastatin,nsc-760423
CHEMBL1201759,bepotastine besylate,4.0,Small molecule,10,bepotastine besylate|bepreve,bb|tau-284
CHEMBL1201765,fesoterodine fumarate,4.0,Small molecule,13,fesoterodine fumarate|fesoterodine fumarate|toviaz,spm 8272|spm-8272|spm 907|spm-907
CHEMBL1201766,fospropofol,4.0,Small molecule,3,fospropofol,
CHEMBL1201770,methylnaltrexone bromide,4.0,Small molecule,21,methylnaltrexone bromide|methylnaltrexone bromide|relistor,moa728|mrz 2663br|mrz-2663br|mrz2663br
CHEMBL1201776,tapentadol,4.0,Small molecule,12,tapentadol|tapentadol,bn-200|bn 200 (base)|cg-5503|cg5503|cg5503 (base)
CHEMBL1201782,fosaprepitant dimeglumine,4.0,Small molecule,14,emend|focinvez|fosaprepitant dimeglumine|fosaprepitant dimeglumine|ivemend,mk-0517
CHEMBL1201785,hexaminolevulinate hydrochloride,4.0,Small molecule,10,cysview kit|hexaminolevulinate hydrochloride,p-1026|p-1206
CHEMBL1201821,palifermin,4.0,Protein,11,kepivance|palifermin|palifermin,
CHEMBL1201825,ranibizumab,4.0,Antibody,36,byooviz|lucentis|ranibizumab|ranibizumab|ranibizumab,bcd-300|fab-12 variant y0317|fyb-201|fyb201|pf-582
CHEMBL1201827,panitumumab,4.0,Antibody,14,panitumumab|panitumumab|vectibix,abx-egf|e7.6.3
CHEMBL1201831,certolizumab pegol,4.0,Antibody,15,certolizumab pegol|certolizumab pegol|certolizumab pegol|cimzia,cdp 870|cdp-870|cdp870|pha-738144
CHEMBL1201832,romiplostim,4.0,Protein,12,nplate|romiplostim|romiplostim,amg 531
CHEMBL1201833,golimumab,4.0,Antibody,11,golimumab|golimumab|simponi,cnto 148|cnto-148
CHEMBL1201834,canakinumab,4.0,Antibody,12,canakinumab|canakinumab|ilaris,acz-885|acz885
CHEMBL1201835,ustekinumab,4.0,Antibody,19,stelara|stelera|ustekinumab|ustekinumab|uzpruvo,cnto 1275|cnto-1275|tt-20
CHEMBL1201836,ofatumumab,4.0,Antibody,18,arzerra|kesimpta|ofatumumab|ofatumumab,2f2|gsk-1841157|gsk1841157|gski841157|humax-cd20
CHEMBL1201867,ferumoxytol,4.0,Unknown,11,feraheme|ferumoxytol|rienso,code 7228|code-7228|rienso
CHEMBL1202,ciprofloxacin hydrochloride,4.0,Small molecule,31,cetraxal|ciloxan|cipro|ciprofloxacin hydrochloride|ciprofloxacin hydrochloride,bay o 9867|bay-o-9867|bay o 9867 monohydrate|bay-o-9867 monohydrate
CHEMBL1206232,fosbretabulin,3.0,Small molecule,7,fosbretabulin,
CHEMBL120643,tocotrienol,3.0,Small molecule,3,,
CHEMBL121,rosiglitazone,4.0,Small molecule,20,avandia|nyracta|rosiglitazone|rosiglitazone|venvia,brl-49653|nsc-758698|tdz-01
CHEMBL122,rofecoxib,4.0,Small molecule,18,rofecoxib|rofecoxib|rofecoxib|vioxx,m01ah02|mk-0966|mk0966|mk-966|nsc-720256
CHEMBL1220,tinidazole,4.0,Small molecule,23,fasigyn|simplotan|symplotan|tindamax|tinidazole,"cp-12,574|cp-12574|nsc-758189"
CHEMBL1222250,dextrose,4.0,Small molecule,32,capd|clintec|dextro energy|dextrogel|dextrose component of navstel,d5w|nsc-406891
CHEMBL1224,acrivastine,4.0,Small molecule,12,acrivastine|acrivastine|acrivastine|acrivastine component of semprex-d|benadryl allgy relief plus decongest,bw 825c|bw-825c
CHEMBL1229517,vemurafenib,4.0,Small molecule,16,vemurafenib|vemurafenib|zelboraf,plx-4032|plx4032|rg 7204|rg-7204|ro 5185426
CHEMBL1230191,triphosphate,3.0,Small molecule,1,,
CHEMBL1230227,sabarubicin,2.0,Small molecule,4,sabarubicin,
CHEMBL1230609,foretinib,2.0,Small molecule,13,foretinib|foretinib,exel-2880|gsk-089|gsk089|gsk-1363089|gsk-1363089g
CHEMBL1231,oxybutynin,4.0,Small molecule,22,contimin 2.5|contimin 5|cystrin|kentera|kentera (previously oxybutynin nicobrand),
CHEMBL1232461,molibresib,2.0,Small molecule,9,molibresib|molibresib,gsk-525762|gsk525762|gsk-525762a|gsk525762a|i-bet 762
CHEMBL1232993,gadolinium,2.0,Small molecule,3,,gd
CHEMBL1233528,volasertib,3.0,Small molecule,7,volasertib|volasertib,bi 6727|bi-6727|bi6727
CHEMBL1234270,arfolitixorin,3.0,Small molecule,10,arfolitixorin|arfolitixorin|modufolin,"[6r]-5,10-methylenetetrahydrofolate ([6r]-5,10- mthf)|iso-901"
CHEMBL1234354,pf-04691502,2.0,Small molecule,2,,pf-4691502
CHEMBL1234579,nitrous oxide,4.0,Small molecule,18,entonox,e-942|fema no. 2779|ins-942|ins no.942
CHEMBL1234886,oxygen,4.0,Small molecule,20,medicinal oxygen air liquide sante,e-948|ins-948|ins no.948|oxygen component of rns-60|oxygen component of rns60
CHEMBL1235478,platinum,3.0,Small molecule,10,,pt
CHEMBL1236682,refametinib,2.0,Small molecule,14,refametinib,bay 869766|bay-86-9766|bay-869766|bay86-9766|bay869766
CHEMBL1237,lisinopril anhydrous,4.0,Small molecule,1,,
CHEMBL1237022,tocilizumab,4.0,Antibody,35,actemra roactemra|roactemra|tocilizumab|tocilizumab|tofidence,atlizumab|bat-1806|bat1806|biib-800|mra
CHEMBL1237023,denosumab,4.0,Antibody,35,"denosumab|denosumab|jubbonti|prolia|prolia, ranmark xgeva",amg 162|amg-162|amg162|ctp-41|ctp41
CHEMBL1237024,sipuleucel-t,4.0,Cell,6,sipuleucel-t,apc-8015|apc8015
CHEMBL1237044,tramadol,4.0,Small molecule,13,tramadol|tramadol,cg-315e|e-265|e265|ets-6103|ets6103
CHEMBL1237054,plicamycin,4.0,Small molecule,19,mithracin|plicamycin|plicamycin|plicamycin,a-2371|antibiotic la-7017|la-7017|nsc-24559|pa-144
CHEMBL1237065,tramadol hydrochloride,4.0,Small molecule,56,aceon|conzip|dromadol sr|dromadol xl|invodol sr,"cg-315|cg-315e|nih-10969|nsc-759105|u-26,225a"
CHEMBL1237080,granisetron hydrochloride,4.0,Small molecule,18,granisetron hydrochloride|granisetron hydrochloride|granisetron hydrochloride preservative free|granisol|granisteron hydrochloride,brl 43694a|brl-43694a|nsc-759839
CHEMBL1237102,levocabastine hydrochloride,4.0,Small molecule,10,levocabastine hydrochloride|livostin,"r 50,547|r-50547"
CHEMBL1240,propantheline bromide,4.0,Small molecule,10,pro-banthine|propantheline bromide|propantheline bromide,nsc-757294
CHEMBL1241855,rigosertib,3.0,Small molecule,5,rigosertib|rigosertib,on 01910|on01910
CHEMBL1252,abarelix,4.0,Protein,12,abarelix|abarelix|plenaxis,ppi-149|r-382|r382|r-3827|r3827
CHEMBL1256391,pirfenidone,4.0,Small molecule,17,esbriet|pirfenidone|pirfenidone|pirfenidone axunio (previously pirfenidone aet)|pirfenidone component of esbriet,amr-69|nsc-748456
CHEMBL1257030,lonidamine,3.0,Small molecule,7,lonidamine,nsc-741419|nsc-758419
CHEMBL126,linezolid,4.0,Small molecule,16,linezolid|linezolid|linezolid|linezolid|zyvox,"u-100,766|u-100766"
CHEMBL126648,plevitrexed,2.0,Small molecule,6,plevitrexed,nsc-696259|zd-9331|zd9331
CHEMBL127,meropenem,4.0,Small molecule,25,meropenem|meropenem|meropenem|meropenem|meropenem component of vabomere,"ici 194,660|ici-194660|nsc-759621|sm-7338"
CHEMBL1274,nilutamide,4.0,Small molecule,15,anadron|nilandron|nilutamide|nilutamide|nilutamide,nsc-758683|ru 23908|ru-23908
CHEMBL1276308,mifepristone,4.0,Small molecule,20,korlym|mifegyne|mifeprex|mifepristone|mifepristone,nsc-759862|ru 38486|ru-38486|ru 486|ru-486
CHEMBL1278146,famitinib,3.0,Small molecule,4,famitinib,shr1020
CHEMBL1282,imiquimod,4.0,Small molecule,21,aldara|imiquimod|imiquimod|imiquimod|imiquimod,nsc-369100|nsc-759651|r-837|s-26308|s26308
CHEMBL1286,levetiracetam,4.0,Small molecule,40,desitrend|elepsia xr|keppra|keppra xr|levetiracetam,agb-101|n03ax14|nsc-760119|ucb 22059|ucb-22059
CHEMBL1287853,fedratinib,4.0,Small molecule,10,fedratinib|fedratinib,sar-302503|sar302503|tg-101348|tg101348
CHEMBL1289494,tivozanib,4.0,Small molecule,24,tivozanib|tivozanib,asp-4130|av-951|kil-8951|kil8951|krn-951
CHEMBL1289601,lenvatinib,4.0,Small molecule,9,kisplyx|lenvatinib|lenvatinib,e-7080|er-203492-00
CHEMBL1289926,axitinib,4.0,Small molecule,13,axitinib|axitinib|inlyta,ag-013736|ag-13736|nsc-757441
CHEMBL12948,semustine,3.0,Small molecule,10,semustine|semustine,icig 1110|icig-1110|methyl-ccnu|nsc-758471
